seed,condition,spike_ticks,spike_within_20,relocalization_mean,baseline_mean,baseline_q99,spike_level,teleport_peak_20,peak_over_spike_level
0,mirror,"[None, None, 1, 1]",False,4.0,5.58987978389972,12.971069075584206,12.971069075584206,12.003858883344709,0.9254332710277441
0,ablation,"[59, 119, 1, 1]",False,7.75,5.441346618495443,12.158055538531116,12.158055538531116,10.127771528246512,0.8330091515168474
