seed,js_signaled_vs_unsignaled,js_null_mean,js_null_q95,STOP_AND_INVESTIGATE
0,0.007503082219919061,0.01345556499443783,0.023089085234692986,False
1,0.016948580778946107,0.010956574996988688,0.01798737923582388,False
2,0.010927295665280456,0.01634343828589036,0.02623515470721281,False
